Label,Notation,Parent Notation,Sort Priority
Very high or high,very-high-or-high,,1
Very or somewhat likely,very-or-somewhat-likely,,2
Currently doing,currently-doing,,3
Very good or good job,very-good-or-good-job,,4
Strongly or somewhat agree,strongly-or-somewhat-agree,,5
Extremely or very concerned,extremely-or-very-concerned,,6
